# G4 能力缺口矩阵（W27 P0 · 本文件为唯一权威版本，G4CapabilityMatrixTest 机械校验）
#
# 生成口径（auditable，全部由本仓源码机械导出）：
#   CM/SM 行：GameOfMir/Common/Grobal2.pas 常量全集；wire=gate-game ⇔ 该数值在
#             GameProtocolAdapter.isSupported（CM）/适配器出站引用（SM）中，
#             wire=gate-login ⇔ LegacyGateHandler 实际分发/出站；code 必须与 Delphi 同值。
#   SKILL 行：Grobal2.pas SKILL_* 常量 1..59 × {warrior,wizard,taoist}。
#             job 归属仅在 GEEM2 Magic.DB 存在 (MagID,名称) 双匹配时采纳（cjlaaa/Mir2-GeeM2
#             @9981a8d7，引擎重编号段一律不映射）。
#   MERCHANT/GUILD/SIEGE 标签行：M2Share.pas 1032..1079 特殊标签块（sSL_SENDMSG..sHIREGUARDOK）。
#   DEAL/GUILD 其余行：能力级分组，code 引用对应 CM 码（交叉引用由测试校验）。
#
# 状态枚举（plan 五态）：
#   implemented         线上行为已复刻且有自动化证据（evidence 列必填）
#   needs-client-check  已复刻且有本地证据，但字节级 golden/真实客户端对拍仍挂账（evidence 必填）
#   protocol-only       仅协议占位：Java 有常量、线上无处理/无出站
#   logic-only          仅服务端逻辑：无 Java 常量但线上已处理（预留，当前 0 行）
#   unimplemented       无常量无处理
#
# 列：section / key / code / java_constant / wire / status / evidence / delphi_ref / notes
# evidence 逗号分隔，必须是仓库内真实存在的 *Test 类名或既有文档路径（测试校验）。
section	key	code	java_constant	wire	status	evidence	delphi_ref	notes
SKILL	SKILL_LIGHTFLOWER:warrior	24	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	地狱雷光；GEEM2 Magic.DB 同名行 job=wizard learnable=no
SKILL	SKILL_LIGHTFLOWER:wizard	24	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	地狱雷光；GEEM2 Magic.DB 同名行 job=wizard learnable=yes
SKILL	SKILL_LIGHTFLOWER:taoist	24	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	地狱雷光；GEEM2 Magic.DB 同名行 job=wizard learnable=no
SKILL	SKILL_BANWOL:warrior	25	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	半月弯刀；GEEM2 Magic.DB 同名行 job=warrior learnable=yes
SKILL	SKILL_BANWOL:wizard	25	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	半月弯刀；GEEM2 Magic.DB 同名行 job=warrior learnable=no
SKILL	SKILL_BANWOL:taoist	25	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	半月弯刀；GEEM2 Magic.DB 同名行 job=warrior learnable=no
SKILL	SKILL_FIRESWORD:warrior	26	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	烈火剑法；GEEM2 Magic.DB 同名行 job=warrior learnable=yes
SKILL	SKILL_FIRESWORD:wizard	26	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	烈火剑法；GEEM2 Magic.DB 同名行 job=warrior learnable=no
SKILL	SKILL_FIRESWORD:taoist	26	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	烈火剑法；GEEM2 Magic.DB 同名行 job=warrior learnable=no
SKILL	SKILL_MOOTEBO:warrior	27	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	野蛮冲撞；GEEM2 Magic.DB 同名行 job=warrior learnable=yes
SKILL	SKILL_MOOTEBO:wizard	27	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	野蛮冲撞；GEEM2 Magic.DB 同名行 job=warrior learnable=no
SKILL	SKILL_MOOTEBO:taoist	27	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	野蛮冲撞；GEEM2 Magic.DB 同名行 job=warrior learnable=no
SKILL	SKILL_SHOWHP:warrior	28	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	心灵启示；GEEM2 Magic.DB 同名行 job=taoist learnable=no
SKILL	SKILL_SHOWHP:wizard	28	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	心灵启示；GEEM2 Magic.DB 同名行 job=taoist learnable=no
SKILL	SKILL_SHOWHP:taoist	28	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	心灵启示；GEEM2 Magic.DB 同名行 job=taoist learnable=yes
SKILL	SKILL_BIGHEALLING:warrior	29	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	群体治愈术；GEEM2 Magic.DB 同名行 job=taoist learnable=no
SKILL	SKILL_BIGHEALLING:wizard	29	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	群体治愈术；GEEM2 Magic.DB 同名行 job=taoist learnable=no
SKILL	SKILL_BIGHEALLING:taoist	29	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	群体治愈术；GEEM2 Magic.DB 同名行 job=taoist learnable=yes
SKILL	SKILL_SINSU:warrior	30	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	召唤神兽；GEEM2 Magic.DB 同名行 job=taoist learnable=no
SKILL	SKILL_SINSU:wizard	30	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	召唤神兽；GEEM2 Magic.DB 同名行 job=taoist learnable=no
SKILL	SKILL_SINSU:taoist	30	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	召唤神兽；GEEM2 Magic.DB 同名行 job=taoist learnable=yes
SKILL	SKILL_SHIELD:warrior	31	n/a	gate-game	implemented	WorldMagicTest	Grobal2.pas:SKILL_*	魔法盾；GEEM2 Magic.DB 同名行 job=wizard learnable=no；W28 已实现职业门禁与权威效果
SKILL	SKILL_SHIELD:wizard	31	n/a	gate-game	implemented	WorldMagicTest	Grobal2.pas:SKILL_*	魔法盾；GEEM2 Magic.DB 同名行 job=wizard learnable=yes；W28 已实现职业门禁与权威效果
SKILL	SKILL_SHIELD:taoist	31	n/a	gate-game	implemented	WorldMagicTest	Grobal2.pas:SKILL_*	魔法盾；GEEM2 Magic.DB 同名行 job=wizard learnable=no；W28 已实现职业门禁与权威效果
SKILL	SKILL_KILLUNDEAD:warrior	32	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	圣言术；GEEM2 Magic.DB 同名行 job=wizard learnable=no
SKILL	SKILL_KILLUNDEAD:wizard	32	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	圣言术；GEEM2 Magic.DB 同名行 job=wizard learnable=yes
SKILL	SKILL_KILLUNDEAD:taoist	32	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	圣言术；GEEM2 Magic.DB 同名行 job=wizard learnable=no
SKILL	SKILL_SNOWWIND:warrior	33	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	冰咆哮；GEEM2 Magic.DB 同名行 job=wizard learnable=no
SKILL	SKILL_SNOWWIND:wizard	33	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	冰咆哮；GEEM2 Magic.DB 同名行 job=wizard learnable=yes
SKILL	SKILL_SNOWWIND:taoist	33	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	冰咆哮；GEEM2 Magic.DB 同名行 job=wizard learnable=no
SKILL	SKILL_CROSSMOON:warrior	34	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	双龙斩；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_CROSSMOON:wizard	34	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	双龙斩；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_CROSSMOON:taoist	34	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	双龙斩；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_WINDTEBO:warrior	35	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	什么魔法；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_WINDTEBO:wizard	35	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	什么魔法；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_WINDTEBO:taoist	35	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	什么魔法；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_UENHANCER:warrior	36	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	无极真气；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_UENHANCER:wizard	36	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	无极真气；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_UENHANCER:taoist	36	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	无极真气；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_ENERGYREPULSOR:warrior	37	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	气功波；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_ENERGYREPULSOR:wizard	37	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	气功波；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_ENERGYREPULSOR:taoist	37	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	气功波；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_TWINBLADE:warrior	38	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	狂风斩；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_TWINBLADE:wizard	38	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	狂风斩；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_TWINBLADE:taoist	38	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	狂风斩；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_GROUPDEDING:warrior	39	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	地钉；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_GROUPDEDING:wizard	39	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	地钉；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_GROUPDEDING:taoist	39	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	地钉；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_UNAMYOUNSUL:warrior	40	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	解毒术；GEEM2 基线同编号行为「双龙斩」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_UNAMYOUNSUL:wizard	40	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	解毒术；GEEM2 基线同编号行为「双龙斩」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_UNAMYOUNSUL:taoist	40	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	解毒术；GEEM2 基线同编号行为「双龙斩」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_ANGEL:warrior	41	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	什么魔法；GEEM2 基线同编号行为「狮子吼」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_ANGEL:wizard	41	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	什么魔法；GEEM2 基线同编号行为「狮子吼」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_ANGEL:taoist	41	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	什么魔法；GEEM2 基线同编号行为「狮子吼」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_GROUPLIGHTENING:warrior	42	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	群体雷电术；GEEM2 基线同编号行为「龙影剑法」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_GROUPLIGHTENING:wizard	42	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	群体雷电术；GEEM2 基线同编号行为「龙影剑法」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_GROUPLIGHTENING:taoist	42	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	群体雷电术；GEEM2 基线同编号行为「龙影剑法」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_43:warrior	43	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	破空剑；GEEM2 基线同编号行为「雷霆剑法」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_43:wizard	43	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	破空剑；GEEM2 基线同编号行为「雷霆剑法」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_43:taoist	43	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	破空剑；GEEM2 基线同编号行为「雷霆剑法」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_44:warrior	44	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	FrostCrunch；GEEM2 基线同编号行为「寒冰掌」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_44:wizard	44	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	FrostCrunch；GEEM2 基线同编号行为「寒冰掌」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_44:taoist	44	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	FrostCrunch；GEEM2 基线同编号行为「寒冰掌」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_45:warrior	45	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	FlameDisruptor；GEEM2 基线同编号行为「灭天火」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_45:wizard	45	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	FlameDisruptor；GEEM2 基线同编号行为「灭天火」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_45:taoist	45	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	FlameDisruptor；GEEM2 基线同编号行为「灭天火」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_46:warrior	46	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	Mirroring；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_46:wizard	46	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	Mirroring；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_46:taoist	46	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	Mirroring；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_47:warrior	47	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	占位编号；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_47:wizard	47	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	占位编号；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_47:taoist	47	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	占位编号；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_GROUPAMYOUNSUL:warrior	48	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	群体施毒术；GEEM2 基线同编号行为「气功波」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_GROUPAMYOUNSUL:wizard	48	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	群体施毒术；GEEM2 基线同编号行为「气功波」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_GROUPAMYOUNSUL:taoist	48	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	群体施毒术；GEEM2 基线同编号行为「气功波」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_49:warrior	49	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	占位编号；GEEM2 基线同编号行为「净化术」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_49:wizard	49	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	占位编号；GEEM2 基线同编号行为「净化术」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_49:taoist	49	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	占位编号；GEEM2 基线同编号行为「净化术」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_MABE:warrior	50	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	冰焰；GEEM2 基线同编号行为「无极真气」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_MABE:wizard	50	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	冰焰；GEEM2 基线同编号行为「无极真气」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_MABE:taoist	50	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	冰焰；GEEM2 基线同编号行为「无极真气」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_51:warrior	51	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	占位编号；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_51:wizard	51	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	占位编号；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_51:taoist	51	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	占位编号；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_52:warrior	52	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	占位编号；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_52:wizard	52	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	占位编号；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_52:taoist	52	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	占位编号；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_53:warrior	53	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	占位编号；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_53:wizard	53	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	占位编号；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_53:taoist	53	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	占位编号；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_54:warrior	54	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	占位编号；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_54:wizard	54	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	占位编号；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_54:taoist	54	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	占位编号；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_55:warrior	55	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	占位编号；GEEM2 基线同编号行为「召唤月灵」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_55:wizard	55	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	占位编号；GEEM2 基线同编号行为「召唤月灵」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_55:taoist	55	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	占位编号；GEEM2 基线同编号行为「召唤月灵」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_REDBANWOL:warrior	56	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	什么刀法；GEEM2 基线同编号行为「逐日剑法」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_REDBANWOL:wizard	56	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	什么刀法；GEEM2 基线同编号行为「逐日剑法」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_REDBANWOL:taoist	56	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	什么刀法；GEEM2 基线同编号行为「逐日剑法」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_57:warrior	57	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	占位编号；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_57:wizard	57	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	占位编号；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_57:taoist	57	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	占位编号；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_58:warrior	58	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	占位编号；GEEM2 基线同编号行为「流星火雨」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_58:wizard	58	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	占位编号；GEEM2 基线同编号行为「流星火雨」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_58:taoist	58	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	占位编号；GEEM2 基线同编号行为「流星火雨」（引擎重编号，不作依据），Job 归属待 Magic.DB 导入校准
SKILL	SKILL_59:warrior	59	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	占位编号；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_59:wizard	59	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	占位编号；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
SKILL	SKILL_59:taoist	59	n/a	n/a	unimplemented	-	Grobal2.pas:SKILL_*	占位编号；GEEM2 基线无同编号行，Job 归属待 Magic.DB 导入校准
MERCHANT	@buy	-	n/a	none	unimplemented	-	M2Share.pas 特殊标签	货物列表（RM_SENDGOODSLIST）；买卖待库存/金币事务测试（W27 P1）
MERCHANT	@sell	-	n/a	none	unimplemented	-	M2Share.pas 特殊标签	开出售窗（RM_SENDUSERSELL）；同上
MERCHANT	@repair	-	n/a	gate-game	implemented	WorldRepairTest,GameRepairProtocolTest	ObjNpc.pas:TMerchant.UserSelect	m_sScriptLable 状态机子集（W15）；普通修理 Dec(DuraMax,磨损 div 30)
MERCHANT	~@repair	-	n/a	none	unimplemented	-	M2Share.pas 特殊标签	修理完成回跳标签——脚本引擎前置
MERCHANT	@s_repair	-	n/a	gate-game	implemented	WorldRepairTest,GameRepairProtocolTest	ObjNpc.pas:TMerchant.UserSelect	m_sScriptLable 状态机子集（W15）；特殊修理报价 3×截断基数 quirk 已复刻
MERCHANT	~@s_repair	-	n/a	none	unimplemented	-	M2Share.pas 特殊标签	特修完成回跳标签——脚本引擎前置
MERCHANT	@fail_s_repair	-	n/a	none	unimplemented	-	M2Share.pas 特殊标签	特修失败回跳标签——脚本引擎前置
MERCHANT	@makedrug	-	n/a	none	unimplemented	-	M2Share.pas 特殊标签	制药（RefillGoods/RM_USERMAKEDRUGITEMLIST）
MERCHANT	@prices	-	n/a	none	unimplemented	-	M2Share.pas 特殊标签	价格表（Delphi ItemPrices 即空桩）
MERCHANT	@storage	-	n/a	none	unimplemented	-	M2Share.pas 特殊标签	仓库开（RM_USERSTORAGEITEM）
MERCHANT	@getback	-	n/a	none	unimplemented	-	M2Share.pas 特殊标签	取回物品（RM_USERGETBACKITEM）
MERCHANT	@upgradenow	-	n/a	none	unimplemented	-	M2Share.pas 特殊标签	武器升级
MERCHANT	~@upgradenow_ing	-	n/a	none	unimplemented	-	M2Share.pas 特殊标签	升级中——脚本引擎前置
MERCHANT	~@upgradenow_ok	-	n/a	none	unimplemented	-	M2Share.pas 特殊标签	升级成功——脚本引擎前置
MERCHANT	~@upgradenow_fail	-	n/a	none	unimplemented	-	M2Share.pas 特殊标签	升级失败——脚本引擎前置
MERCHANT	@getbackupgnow	-	n/a	none	unimplemented	-	M2Share.pas 特殊标签	取回升级武器
MERCHANT	~@getbackupgnow_ok	-	n/a	none	unimplemented	-	M2Share.pas 特殊标签	取回成功——脚本引擎前置
MERCHANT	~@getbackupgnow_fail	-	n/a	none	unimplemented	-	M2Share.pas 特殊标签	取回失败——脚本引擎前置
MERCHANT	~@getbackupgnow_bagfull	-	n/a	none	unimplemented	-	M2Share.pas 特殊标签	取回背包满——脚本引擎前置
MERCHANT	~@getbackupgnow_ing	-	n/a	none	unimplemented	-	M2Share.pas 特殊标签	取回中——脚本引擎前置
MERCHANT	@@useitemname	-	n/a	none	unimplemented	-	M2Share.pas 特殊标签	物品冠名（前缀匹配 CompareLStr）
MERCHANT	@@sendmsg	-	n/a	none	unimplemented	-	M2Share.pas 特殊标签	脚本内发消息
MERCHANT	@exit	-	n/a	gate-game	implemented	WorldMerchantCommandTest,GameMerchantCommandProtocolTest	ObjNpc.pas:TMerchant.UserSelect	RM_MERCHANTDLGCLOSE 关窗（W29 低风险导航指令）
MERCHANT	@back	-	n/a	none	unimplemented	-	M2Share.pas 特殊标签	m_sScriptGoBackLable 回跳——脚本引擎前置
MERCHANT	@main	-	n/a	none	unimplemented	-	M2Share.pas 特殊标签	主菜单标签——脚本引擎前置
MERCHANT	~@main	-	n/a	none	unimplemented	-	M2Share.pas 特殊标签	主菜单失败回跳——脚本引擎前置
GUILD	@@buildguildnow	-	n/a	none	unimplemented	-	ObjNpc/城堡脚本	创建行会（行会红线内）
GUILD	@@guildwar	-	n/a	none	unimplemented	-	ObjNpc/城堡脚本	行会战宣战
GUILD	@@donate	-	n/a	none	unimplemented	-	ObjNpc/城堡脚本	行会捐献
GUILD	guild-open-dialog	1035	n/a	none	unimplemented	-	UsrEngn/ObjBase 行会分支	打开行会窗——行会红线内（W27 显式不做）
GUILD	guild-home	1036	n/a	none	unimplemented	-	UsrEngn/ObjBase 行会分支	行会主页——行会红线内（W27 显式不做）
GUILD	guild-member-list	1037	n/a	none	unimplemented	-	UsrEngn/ObjBase 行会分支	成员列表——行会红线内（W27 显式不做）
GUILD	guild-add-member	1038	n/a	none	unimplemented	-	UsrEngn/ObjBase 行会分支	拉人——行会红线内（W27 显式不做）
GUILD	guild-del-member	1039	n/a	none	unimplemented	-	UsrEngn/ObjBase 行会分支	踢人——行会红线内（W27 显式不做）
GUILD	guild-update-notice	1040	n/a	none	unimplemented	-	UsrEngn/ObjBase 行会分支	公告——行会红线内（W27 显式不做）
GUILD	guild-update-rank	1041	n/a	none	unimplemented	-	UsrEngn/ObjBase 行会分支	封号/排位——行会红线内（W27 显式不做）
GUILD	guild-ally	1044	n/a	none	unimplemented	-	UsrEngn/ObjBase 行会分支	结盟——行会红线内（W27 显式不做）
GUILD	guild-break-ally	1045	n/a	none	unimplemented	-	UsrEngn/ObjBase 行会分支	解盟——行会红线内（W27 显式不做）
