# MIR2 authoritative database import — official 1.76 baseline (GEEM2 dump)
# source: https://github.com/cjlaaa/Mir2-GeeM2 @ 9981a8d7aecc (数据库/GEEM2.db.sql blob bfdc71d5943b7126a98604dca21bd62850f1cccc)
# generated by: java-server/scripts/extract-geem2-db.py — do not hand-edit; re-run the extractor
# note: rows in original dump order (= Idx order)
# note: duplicate StdItems name '火龙气焰' (idx 412 and 671); first row wins by-name lookup
# note: duplicate StdItems name '魔法头盔' (idx 65 and 265); first row wins by-name lookup
# columns: idx	name	stdMode	shape	weight	aniCount	source	reserved	looks	duraMax	ac	ac2	mac	mac2	dc	dc2	mc	mc2	sc	sc2	need	needLevel	price
509	金创药(特)包	31	114	25	0	0	0	815	0	0	0	0	0	0	0	0	0	0	0	0	0	1700
510	魔法药(特)包	31	115	25	0	0	0	816	0	0	0	0	0	0	0	0	0	0	0	0	0	1700
511	金创药(巨)包	31	116	7	0	0	0	844	0	0	0	0	0	0	0	0	0	0	0	0	0	6800
512	魔法药(巨)包	31	117	7	0	0	0	840	0	0	0	0	0	0	0	0	0	0	0	0	0	6800
513	勇猛宝玉	57	0	1	7	2	0	714	85	0	0	0	0	0	1	0	0	0	0	200	0	1000
514	魔性宝玉	57	0	1	7	2	0	711	85	0	0	0	0	0	0	0	1	0	0	200	0	1000
515	仙界宝玉	57	0	1	7	2	0	712	85	0	0	0	0	0	0	0	0	0	1	200	0	1000
516	守护宝玉	57	0	1	7	1	0	713	85	0	1	0	0	0	0	0	0	0	0	200	0	1000
517	制魔宝玉	57	0	1	7	1	0	715	85	0	0	0	1	0	0	0	0	0	0	200	0	1000
518	集中宝玉	55	5	1	7	2	0	734	85	0	1	0	0	0	0	0	0	0	0	200	0	1000
519	疾风宝玉	55	5	1	7	2	0	733	85	0	0	0	1	0	0	0	0	0	0	200	0	1000
520	强化神珠	59	0	1	7	0	0	700	15	0	0	0	0	0	0	0	0	0	0	200	0	10000
521	钢铁斧	5	3	15	0	0	0	67	12000	0	0	0	0	3	13	0	0	0	0	0	16	4000
522	火血匕	5	6	22	0	0	0	68	17000	0	2	0	12	9	15	0	0	0	0	0	28	30000
523	魔血剑	5	101	113	0	0	0	1405	40000	0	0	0	0	5	44	0	0	0	0	0	45	60000
524	黑虎斧	5	105	137	0	0	0	1409	50000	0	0	0	0	3	48	0	0	0	0	0	50	60000
525	神血枪	5	103	26	0	0	0	1407	10000	0	0	0	0	6	17	3	11	0	0	0	45	60000
526	火莲杖	5	106	27	0	0	0	1410	10000	0	0	0	0	6	21	2	12	0	0	0	50	60000
527	龙血剑	5	102	42	0	-4	0	1406	16000	0	1	0	0	8	25	0	0	3	8	0	45	60000
528	鹤羽扇	5	107	43	0	-4	0	1411	16000	0	1	0	0	8	28	0	0	3	9	0	50	60000
529	炎狱血剑	5	108	28	0	-4	0	1412	55000	0	2	0	0	7	54	4	15	4	12	0	52	100000
530	灵晶甲胄(男)	10	106	19	0	0	0	1400	42000	7	13	3	10	0	1	1	2	1	2	0	20	100000
531	灵晶甲胄(女)	11	106	19	0	0	0	1401	42000	7	13	3	10	0	1	1	2	1	2	0	20	100000
532	赤魔甲(男)	10	100	19	0	0	0	1380	30000	5	15	3	8	1	2	0	5	0	4	0	44	30000
533	赤魔甲(女)	11	100	19	0	0	0	1390	30000	5	15	3	8	1	2	0	5	0	4	0	44	30000
534	绿魔甲(男)	10	101	19	0	0	0	1381	30000	5	16	3	8	1	2	0	5	0	4	0	44	30000
535	绿魔甲(女)	11	101	19	0	0	0	1391	30000	5	16	3	8	1	2	0	5	0	4	0	44	30000
536	青魔甲(男)	10	102	19	0	0	0	1382	30000	5	17	3	8	1	2	0	5	0	4	0	44	30000
537	青魔甲(女)	11	102	19	0	0	0	1392	30000	5	17	3	8	1	2	0	5	0	4	0	44	30000
538	监视者铠甲(男)	10	109	25	0	0	0	1593	45000	9	22	5	13	1	1	0	7	0	6	0	52	100000
539	监视者铠甲(女)	11	109	25	0	0	0	1603	45000	9	22	5	13	1	1	0	7	0	6	0	52	100000
540	黑虎甲胄(男)	10	107	65	0	0	0	1590	45000	8	23	3	8	1	1	0	0	0	0	0	50	25000
541	黑虎甲胄(女)	11	107	65	0	0	0	1600	45000	8	23	3	8	1	1	0	0	0	0	0	50	25000
542	莲盛魔衣(男)	10	108	25	0	0	0	1591	22000	5	16	4	9	0	0	0	7	0	0	0	50	25000
543	莲盛魔衣(女)	11	108	25	0	0	0	1601	22000	5	16	4	9	0	0	0	7	0	0	0	50	25000
544	鹤羽圣衣(男)	10	105	30	0	0	0	1398	28000	6	18	3	9	1	1	0	0	0	6	0	50	25000
545	鹤羽圣衣(女)	11	105	30	0	0	0	1399	28000	6	18	3	9	1	1	0	0	0	6	0	50	25000
546	金萤帽	15	0	4	0	0	0	101	8000	1	1	0	2	0	0	0	1	0	0	2	17	10000
547	金铜头盔	15	0	4	0	0	0	107	8000	1	1	1	2	0	0	0	0	0	0	0	20	3500
548	钢铁头盔	15	0	8	0	0	0	108	8000	1	4	1	1	0	0	0	0	0	0	0	33	20000
549	勇士头盔	15	0	12	0	0	0	105	10000	0	6	1	3	0	0	0	0	0	0	0	37	30000
550	英雄头盔	15	0	22	0	0	0	104	12000	3	7	2	3	0	0	0	0	0	0	0	40	40000
551	贤人帽	15	0	7	0	0	0	102	8000	2	3	3	3	0	0	1	2	0	0	0	40	40000
552	通天冠	15	0	7	0	0	0	534	8000	3	4	2	2	0	0	0	0	1	2	0	40	40000
553	龙行鞋	62	0	2	5	0	0	564	6000	0	2	0	0	0	0	0	0	0	0	0	32	21000
554	赤燐鞋	62	0	2	9	0	0	565	6000	0	0	0	0	0	0	0	0	0	0	0	40	30000
555	黄金腰带	64	0	3	0	0	0	554	8000	1	1	0	2	0	0	0	0	0	0	0	31	20000
556	金刚腰带	64	0	3	0	0	0	555	10000	1	3	0	0	0	0	0	0	0	0	0	39	29000
557	金纹长靴	62	0	2	5	0	0	857	10000	0	4	0	1	0	1	0	1	0	1	0	50	40000
558	暴压项链	20	0	2	0	0	0	1443	10000	0	0	0	0	4	10	2	10	2	10	0	56	100000
559	紫晶石项链	20	0	1	0	0	0	518	8000	0	0	0	0	3	3	0	0	0	0	1	34	18000
560	(残)魔神鬼璎	20	0	2	0	0	0	1445	2000	0	0	0	0	3	9	0	0	0	0	1	74	1000
561	(真)魔神鬼璎	20	0	2	0	0	0	1445	10000	0	0	0	0	3	9	0	0	0	0	1	74	32000
562	斗士项链	20	0	1	0	0	0	229	8000	0	0	0	0	2	1	0	0	0	0	0	20	5000
563	破碎项链	20	0	1	0	0	0	540	9000	0	0	0	0	0	5	0	0	0	0	0	35	18000
564	破角	20	0	6	0	0	0	1437	7000	0	0	0	0	4	9	0	0	0	0	0	54	40000
565	金刚陶坠	20	0	9	0	0	0	1438	7000	0	0	0	0	5	11	0	0	0	0	0	59	50000
566	青雷	20	0	1	0	0	0	226	6000	0	0	0	0	0	0	2	3	0	0	2	22	10000
567	(残)魔玉战璎	20	0	1	0	0	0	1446	1000	0	0	0	0	0	0	3	8	0	0	2	56	1000
568	(真)魔玉战璎	20	0	1	0	0	0	1446	5000	0	0	0	0	0	0	3	8	0	0	2	56	32000
569	紫水晶项链	20	0	1	0	0	0	232	5000	0	0	0	0	0	0	1	2	0	0	0	20	5000
570	五玄项链	20	0	1	0	0	0	531	8000	0	0	0	0	0	0	1	4	0	0	0	34	18000
571	幻魔石项链	20	0	1	0	0	0	543	8000	0	0	0	0	0	0	3	3	0	0	0	35	18000
572	针坠	20	0	3	0	0	0	1439	5000	0	0	0	0	0	0	2	9	0	0	0	54	40000
573	曜紫天坠	20	0	5	0	0	0	1440	5000	0	0	0	0	0	0	3	10	0	0	0	59	50000
574	灵力项链	20	0	1	0	0	0	520	7000	0	0	0	0	0	0	0	0	2	3	3	19	10000
575	(残)昆仑眼泪	20	0	1	0	0	0	1447	1000	0	0	0	0	2	2	0	0	3	8	3	46	1000
576	(真)昆仑眼泪	20	0	1	0	0	0	1447	5000	0	0	0	0	2	2	0	0	3	8	3	46	32000
577	珍玉项链	20	0	1	0	0	0	519	7000	0	0	0	0	0	0	0	0	1	1	0	15	1600
578	灵玉项链	20	0	1	0	0	0	437	8000	0	0	0	0	1	1	0	0	1	3	0	35	18000
579	心如明镜	20	0	4	0	0	0	1441	6000	0	0	0	0	1	3	0	0	2	9	0	54	40000
580	秀女十字盘	20	0	6	0	0	0	1442	6000	0	0	0	0	1	4	0	0	3	10	0	59	50000
581	黑铁手镯	26	0	2	0	0	0	514	7000	0	1	1	1	0	1	0	1	0	1	0	27	15000
582	(残)金娥月轮	26	0	2	0	0	0	1451	1500	1	2	1	1	1	6	1	5	1	5	0	49	1000
583	(真)金娥月轮	26	0	2	0	0	0	1451	8000	1	2	1	1	1	6	1	5	1	5	0	49	32000
584	监视者手套	26	0	5	0	0	0	189	10000	1	2	1	2	2	5	2	5	2	5	0	50	100000
585	暴压手镯	26	0	3	0	0	0	1453	10000	0	1	0	1	2	6	2	6	2	6	0	50	100000
586	世轮手镯	26	0	2	0	0	0	522	9000	0	2	0	0	0	1	0	0	0	0	0	14	20000
587	破碎手镯	26	0	3	0	0	0	541	9000	0	2	0	0	0	2	0	0	0	0	0	33	15000
588	钢铁手套	26	0	5	0	0	0	515	8000	0	3	0	0	0	2	0	0	0	0	0	35	18000
589	铁魔双轮	26	0	5	0	0	0	1432	7000	1	2	0	0	2	6	0	0	0	0	0	52	38000
590	暴虎归山	26	0	7	0	0	0	1431	7000	0	3	0	0	3	7	0	0	0	0	0	57	48000
591	绿翠手镯	26	0	1	0	0	0	524	7000	0	0	0	0	0	0	0	1	0	0	0	14	15000
592	魔鬼手镯	26	0	1	0	0	0	516	7000	0	2	0	0	0	0	1	1	0	0	0	33	15000
593	幻魔石手镯	26	0	1	0	0	0	544	6000	0	2	0	0	0	0	0	2	0	0	0	33	15000
594	五玄手镯	26	0	1	0	0	0	532	6000	0	2	0	0	0	0	0	2	0	0	0	34	18000
595	曜火虹轮	26	0	2	0	0	0	1433	5000	0	0	1	3	0	0	2	5	0	0	0	52	38000
596	曜宝探魔轮	26	0	3	0	0	0	1434	5000	0	0	0	4	0	0	2	6	0	0	0	57	48000
597	灵符手镯	26	0	1	0	0	0	526	8000	0	1	0	0	0	0	0	0	0	1	0	14	20000
598	雪玉手镯	26	0	1	0	0	0	517	7000	0	2	0	0	0	0	0	0	1	1	0	33	15000
599	灵玉手镯	26	0	1	0	0	0	436	7000	0	0	0	0	1	1	0	0	0	1	0	33	15000
600	玉女天使	26	0	4	0	0	0	1435	6000	0	2	0	0	1	3	0	0	2	6	0	52	38000
601	五行悟思轮	26	0	5	0	0	0	1436	6000	0	2	0	0	2	4	0	0	2	7	0	57	48000
602	暴压戒指	22	0	2	0	0	0	1452	10000	0	0	0	0	2	11	1	9	1	8	0	52	10000
603	(残)魔神戒指	22	0	2	0	0	0	1448	2000	0	0	0	0	2	9	0	0	0	0	1	74	1000
604	(真)魔神戒指	22	0	2	0	0	0	1448	10000	0	0	0	0	2	9	0	0	0	0	1	74	32000
605	世轮指环	22	0	1	0	0	0	521	7000	0	0	0	0	1	2	0	0	0	0	0	14	20000
606	虎威戒指	22	0	1	0	0	0	510	5000	0	0	0	3	2	2	0	0	0	0	0	30	15000
607	破碎戒指	23	0	2	0	0	0	542	7000	2	0	0	0	1	2	0	0	0	0	0	33	15000
608	盟约戒指	22	0	3	0	0	0	1425	6000	0	0	0	0	1	11	0	0	0	0	0	50	35000
609	金龙之链戒指	22	0	5	0	0	0	1426	6000	0	0	0	0	2	13	0	0	0	0	0	55	45000
610	魔鬼戒指	22	0	1	0	0	0	511	5000	0	3	0	0	0	0	1	2	0	0	2	20	15000
611	(残)万毒蛛环	22	0	1	0	0	0	1449	1000	0	0	0	0	0	0	1	7	0	0	2	56	1000
612	(真)万毒蛛环	22	0	1	0	0	0	1449	5000	0	0	0	0	0	0	1	7	0	0	2	56	32000
613	绿翠指环	22	0	1	0	0	0	523	5000	0	1	0	0	0	0	0	2	0	0	0	14	25000
614	幻魔石戒指	22	0	1	0	0	0	545	5000	0	2	0	0	0	0	2	2	0	0	0	33	15000
615	五玄戒指	22	0	1	0	0	0	533	5000	0	0	0	2	0	0	1	3	0	0	0	34	18000
616	血玉指环	22	0	2	0	0	0	1427	4000	0	0	0	0	0	0	1	8	0	0	0	50	35000
617	飞曜指环	22	0	3	0	0	0	1428	4000	0	0	0	0	0	0	1	10	0	0	0	55	45000
618	雪玉戒指	22	0	1	0	0	0	513	5000	0	1	0	2	0	0	0	0	2	2	3	20	15000
619	白玉戒指	22	0	1	0	0	0	512	5000	0	1	0	1	0	0	0	0	0	1	0	7	3000
620	(残)真云指环	22	0	1	0	0	0	1450	1000	0	0	0	0	0	0	0	0	1	6	3	46	1000
621	(真)真云指环	22	0	1	0	0	0	1450	5000	0	0	0	0	0	0	0	0	1	6	3	46	32000
622	灵符戒指	22	0	1	0	0	0	525	5000	0	1	0	0	0	0	0	0	0	2	0	14	20000
623	灵玉戒指	22	0	1	0	0	0	438	6000	0	0	0	0	1	1	0	0	0	3	0	33	15000
624	五行连环	22	0	3	0	0	0	1429	5000	0	0	0	0	1	5	0	0	1	7	0	50	35000
625	金刚伏魔环	22	0	4	0	0	0	1430	5000	0	0	0	0	1	6	0	0	1	9	0	55	45000
626	勇猛精酿[1h]	3	12	1	0	0	0	1497	0	0	0	0	3600	9	0	0	0	0	0	0	0	100000
627	智慧精酿[1h]	3	12	1	0	0	0	1498	0	0	0	0	3600	0	0	7	0	0	0	0	0	100000
628	仙界精酿[1h]	3	12	1	0	0	0	1499	0	0	0	0	3600	0	0	0	0	7	0	0	0	100000
629	狂野精酿[30m]	3	12	1	0	0	0	1502	0	0	8	0	1800	0	0	0	0	0	0	0	0	100000
630	体力精酿[1h]	3	12	1	0	0	0	1500	0	220	0	0	3600	0	0	0	0	0	0	0	0	100000
631	法力精酿[1h]	3	12	1	0	0	0	1501	0	0	0	220	3600	0	0	0	0	0	0	0	0	100000
632	勇猛精酿[3h]	3	12	1	0	0	0	1497	0	0	0	0	10800	9	0	0	0	0	0	0	0	200000
633	智慧精酿[3h]	3	12	1	0	0	0	1498	0	0	0	0	10800	0	0	7	0	0	0	0	0	200000
634	仙界精酿[3h]	3	12	1	0	0	0	1499	0	0	0	0	10800	0	0	0	0	7	0	0	0	200000
635	狂野精酿[1h]	3	12	1	0	0	0	1502	0	0	8	0	3600	0	0	0	0	0	0	0	0	250000
636	体力精酿[3h]	3	12	1	0	0	0	1500	0	220	0	0	10800	0	0	0	0	0	0	0	0	200000
637	法力精酿[3h]	3	12	1	0	0	0	1501	0	0	0	220	10800	0	0	0	0	0	0	0	0	200000
638	勇猛精酿[5h]	3	12	1	0	0	0	1497	0	0	0	0	18000	9	0	0	0	0	0	0	0	250000
639	智慧精酿[5h]	3	12	1	0	0	0	1498	0	0	0	0	18000	0	0	7	0	0	0	0	0	250000
640	仙界精酿[5h]	3	12	1	0	0	0	1499	0	0	0	0	18000	0	0	0	0	7	0	0	0	250000
641	狂野精酿[3h]	3	12	1	0	0	0	1502	0	0	8	0	10800	0	0	0	0	0	0	0	0	750000
642	体力精酿[5h]	3	12	1	0	0	0	1500	0	220	0	0	18000	0	0	0	0	0	0	0	0	250000
643	法力精酿[5h]	3	12	1	0	0	0	1501	0	0	0	220	18000	0	0	0	0	0	0	0	0	250000
644	破坏力火炬[1]	30	0	1	0	0	0	852	50000	0	0	0	0	0	1	0	0	0	0	0	0	100000
645	魔法力火炬[1]	30	0	1	0	0	0	852	50000	0	0	0	0	0	0	0	1	0	0	0	0	100000
646	精神力火炬[1]	30	0	1	0	0	0	852	50000	0	0	0	0	0	0	0	0	0	1	0	0	100000
647	破坏力火炬[3]	30	0	1	0	0	0	852	50000	0	0	0	0	0	3	0	0	0	0	0	0	200000
648	魔法力火炬[3]	30	0	1	0	0	0	852	50000	0	0	0	0	0	0	0	3	0	0	0	0	200000
649	精神力火炬[3]	30	0	1	0	0	0	852	50000	0	0	0	0	0	0	0	0	0	3	0	0	200000
650	经验卷轴30%[1h]	31	0	1	101	0	0	1515	0	0	0	0	0	0	0	0	0	0	0	0	0	100000
651	经验卷轴30%[3h]	31	0	1	102	0	0	1515	0	0	0	0	0	0	0	0	0	0	0	0	0	240000
652	经验卷轴30%[5h]	31	0	1	103	0	0	1515	0	0	0	0	0	0	0	0	0	0	0	0	0	360000
653	经验卷轴30%[24h]	31	0	1	104	0	0	1515	0	0	0	0	0	0	0	0	0	0	0	0	0	500000
654	经验卷轴3[3h]	31	0	1	105	0	0	1535	0	0	0	0	0	0	0	0	0	0	0	0	0	1500000
655	经验卷轴3[24h]	31	0	1	106	0	0	1535	0	0	0	0	0	0	0	0	0	0	0	0	0	5000000
656	狂暴之力药剂[3h]	3	12	1	0	0	0	1509	0	0	0	0	3600	30	0	30	0	30	0	0	0	1000000
657	狂暴之力药剂[24h]	3	12	1	0	0	0	1509	0	0	0	0	86400	30	0	30	0	30	0	0	0	2500000
658	无尽能量药剂[30m]	3	12	1	0	0	0	1503	0	500	0	200	1800	0	0	0	0	0	0	0	0	400000
659	装备特修锤	47	50	1	101	0	0	1687	1	0	0	0	0	0	0	0	0	0	0	0	0	250000
660	装备修理锤	47	50	1	102	0	0	851	1	0	0	0	0	0	0	0	0	0	0	0	0	10000
661	雷霆剑法	4	0	1	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	10000
662	擒龙手	4	0	1	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	10000
663	双龙斩	4	0	1	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	20000
664	龙影剑法	4	0	1	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	20000
665	净化术	4	2	1	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	10000
666	剑气爆	4	0	1	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	30000
667	护身气幕	4	0	1	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	20000
668	嗜血术	4	1	1	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	10000
669	天务	4	0	1	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	30000
670	天霜冰环	4	1	1	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	30000
671	火龙气焰	4	1	1	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	30000
672	冰焰术	4	1	1	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	30000
673	深延术	4	1	1	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	30000
674	瘟疫	4	2	1	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	30000
675	诅咒术	4	2	1	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	20000
676	血龙水	4	2	1	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	30000
677	毒云	4	2	1	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	30000
678	阴阳盾	4	2	1	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	30000
679	测试项链	19	0	1	0	0	0	230	10000	0	0	0	9	0	0	0	0	0	0	0	18	3000
680	英雄雷霆剑法	4	0	1	95	0	0	1144	32	0	0	0	0	0	0	0	0	0	0	0	0	10000
681	英雄双龙斩	4	0	1	95	0	0	1144	38	0	0	0	0	0	0	0	0	0	0	0	0	20000
682	英雄龙影剑法	4	0	1	95	0	0	1144	38	0	0	0	0	0	0	0	0	0	0	0	0	20000
683	英雄嗜血术	4	0	1	95	0	0	1144	33	0	0	0	0	0	0	0	0	0	0	0	0	10000
684	英雄净化术	4	0	1	95	0	0	1144	30	0	0	0	0	0	0	0	0	0	0	0	0	10000
685	南蛮远古神石	44	1	1	0	0	0	529	1	0	0	0	0	0	0	0	0	0	0	0	1	100
